rank,metric,strategy_a,strategy_b,mean_a,mean_b,mean_diff_a_minus_b,t_stat,p_value,significant_p_lt_0_05
8,val_relative_mse,pca,random_orthogonal,0.2015411213622796,0.8147782347642959,-0.6132371134020163,-3613.4803568810876,3.5192347376107075e-14,True
8,val_relative_mse,pca,svd_full,0.2015411213622796,0.168899053634901,0.03264206772737861,2681.579524029185,1.1603476435450572e-13,True
8,val_relative_mse,pca,svd_noscale,0.2015411213622796,0.2462195345652972,-0.044678413203017575,-1988.938668893371,3.834113393545574e-13,True
8,val_relative_mse,pca,svd_sqrt,0.2015411213622796,0.20200555892047256,-0.0004644375581929705,-77.1950120549274,1.6877518212062485e-07,True
8,val_relative_mse,random_orthogonal,svd_full,0.8147782347642959,0.168899053634901,0.6458791811293949,3887.189148897063,2.6278971498530048e-14,True
8,val_relative_mse,random_orthogonal,svd_noscale,0.8147782347642959,0.2462195345652972,0.5685587001989987,3088.186264965286,6.596855914521019e-14,True
8,val_relative_mse,random_orthogonal,svd_sqrt,0.8147782347642959,0.20200555892047256,0.6127726758438232,3526.890152156375,3.877781049342807e-14,True
8,val_relative_mse,svd_full,svd_noscale,0.168899053634901,0.2462195345652972,-0.07732048093039619,-2312.6602097173327,2.0975068899928085e-13,True
8,val_relative_mse,svd_full,svd_sqrt,0.168899053634901,0.20200555892047256,-0.03310650528557158,-2254.3887255934933,2.3229264836838203e-13,True
8,val_relative_mse,svd_noscale,svd_sqrt,0.2462195345652972,0.20200555892047256,0.044213975644824606,2354.039522011892,1.953870285222676e-13,True
16,val_relative_mse,change_a_b,change_b,0.1000050211099903,0.10000497296373519,4.814625511884163e-08,3.2586342490193454,0.03112090084178373,True
16,val_relative_mse,change_a_b,mlp_log_singular_values,0.1000050211099903,0.09622932749510521,0.003775693614885095,1609.4168246417848,8.942850782296645e-13,True
16,val_relative_mse,change_a_b,pca,0.1000050211099903,0.23791506758813347,-0.13791004647814314,-721.8311565682856,2.210055596031467e-11,True
16,val_relative_mse,change_a_b,random_orthogonal,0.1000050211099903,0.6957087793134672,-0.595703758203477,-1113.7631556086992,3.8992181084086845e-12,True
16,val_relative_mse,change_a_b,svd_full,0.1000050211099903,0.188731843580475,-0.08872682247048472,-724.5816694368415,2.1766889058539252e-11,True
16,val_relative_mse,change_a_b,svd_noscale,0.1000050211099903,0.30107048104594664,-0.20106545993595631,-714.5719881868387,2.30123849452949e-11,True
16,val_relative_mse,change_a_b,svd_sqrt,0.1000050211099903,0.2390896143315982,-0.1390845932216079,-719.5801120470869,2.237840101713011e-11,True
16,val_relative_mse,change_b,mlp_log_singular_values,0.10000497296373519,0.09622932749510521,0.003775645468629976,1610.5749172691842,8.917156923514893e-13,True
16,val_relative_mse,change_b,pca,0.10000497296373519,0.23791506758813347,-0.13791009462439824,-721.8737660632773,2.2095338404690367e-11,True
16,val_relative_mse,change_b,random_orthogonal,0.10000497296373519,0.6957087793134672,-0.5957038063497321,-1113.7655376857251,3.89918475064063e-12,True
16,val_relative_mse,change_b,svd_full,0.10000497296373519,0.188731843580475,-0.08872687061673984,-724.6513019312035,2.175852390577958e-11,True
16,val_relative_mse,change_b,svd_noscale,0.10000497296373519,0.30107048104594664,-0.2010655080822114,-714.6003908728335,2.3008726563245944e-11,True
16,val_relative_mse,change_b,svd_sqrt,0.10000497296373519,0.2390896143315982,-0.13908464136786303,-719.6228592828207,2.2373084213304563e-11,True
16,val_relative_mse,mlp_log_singular_values,pca,0.09622932749510521,0.23791506758813347,-0.14168574009302823,-742.9948607065795,1.968805285727837e-11,True
